               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.065126,            0.085111,                   0,             0.47528,              0.6681,             0.58001,             0.23518,            0.059591,            0.063868,                   0,            0.038735,           0.0057352,           0.0057352
                  17,            0.066159,            0.098395,                   0,             0.46448,             0.65721,             0.53946,             0.24827,            0.060046,            0.068732,                   0,            0.035014,           0.0060137,           0.0060137
                  18,            0.059569,            0.080515,                   0,             0.52162,             0.70449,             0.69938,             0.40267,             0.05635,            0.066255,                   0,            0.031285,            0.006285,            0.006285
                  19,            0.063837,              0.1095,                   0,             0.55068,              0.7305,             0.71478,             0.44925,            0.055559,            0.064809,                   0,            0.027549,           0.0065491,           0.0065491
                  20,            0.065962,             0.10206,                   0,              0.6281,             0.72104,             0.73011,             0.33036,            0.051039,            0.075333,                   0,            0.023806,            0.006806,            0.006806
                  21,            0.060823,            0.090222,                   0,             0.64277,              0.6974,             0.72252,             0.41368,            0.049718,            0.060971,                   0,            0.020056,           0.0070557,           0.0070557
                  22,            0.061255,            0.081694,                   0,             0.55577,             0.69976,             0.67229,             0.39163,            0.048598,            0.056963,                   0,            0.016298,           0.0072982,           0.0072982
                  23,            0.060687,            0.095289,                   0,              0.5725,             0.73286,             0.71865,             0.43927,            0.046738,            0.056171,                   0,            0.012534,           0.0075335,           0.0075335
                  24,            0.056364,            0.096624,                   0,              0.6041,             0.76834,             0.72824,             0.45126,            0.048945,            0.053066,                   0,           0.0087616,           0.0077616,           0.0077616
                  25,            0.064288,            0.090156,                   0,             0.68652,              0.7305,             0.79468,              0.4946,            0.040183,             0.05161,                   0,             0.00775,             0.00775,             0.00775
                  26,            0.056298,            0.072784,                   0,              0.5981,             0.70686,              0.7124,             0.30743,            0.050988,            0.052238,                   0,             0.00775,             0.00775,             0.00775
                  27,            0.055121,            0.073889,                   0,             0.70028,             0.78723,             0.82684,             0.50102,            0.037911,            0.047956,                   0,             0.00766,             0.00766,             0.00766
                  28,            0.049651,            0.080459,                   0,             0.67383,             0.83452,             0.82534,             0.41097,            0.038009,            0.052894,                   0,             0.00757,             0.00757,             0.00757
                  29,            0.053164,            0.091931,                   0,             0.59386,             0.78014,             0.74588,             0.47081,            0.040607,            0.052102,                   0,             0.00748,             0.00748,             0.00748
                  30,             0.05445,             0.08068,                   0,             0.50976,             0.83333,             0.68358,             0.39892,            0.041898,            0.048763,                   0,             0.00739,             0.00739,             0.00739
                  31,            0.051505,            0.094348,                   0,              0.8844,             0.90435,             0.93129,             0.65799,             0.03238,            0.045675,                   0,              0.0073,              0.0073,              0.0073
                  32,            0.050604,             0.08502,                   0,             0.72889,             0.88652,             0.85712,             0.60988,            0.033785,            0.048408,                   0,             0.00721,             0.00721,             0.00721
                  33,             0.05073,            0.085176,                   0,             0.84833,             0.86525,             0.91036,             0.60249,            0.036716,            0.041953,                   0,             0.00712,             0.00712,             0.00712
                  34,            0.049296,             0.11763,                   0,             0.88063,             0.89125,             0.91708,             0.48775,             0.03588,            0.050574,                   0,             0.00703,             0.00703,             0.00703
                  35,            0.046214,            0.088996,                   0,             0.78323,             0.87707,             0.88761,             0.62819,            0.033648,             0.04915,                   0,             0.00694,             0.00694,             0.00694
                  36,            0.046169,            0.080322,                   0,             0.57975,             0.74468,             0.79033,             0.43721,            0.036736,            0.052468,                   0,             0.00685,             0.00685,             0.00685
                  37,            0.049522,            0.098826,                   0,             0.81112,             0.88324,             0.89334,             0.64751,             0.03174,            0.051731,                   0,             0.00676,             0.00676,             0.00676
                  38,            0.047912,             0.12288,                   0,             0.66206,             0.86607,             0.82909,             0.59214,            0.030086,            0.052446,                   0,             0.00667,             0.00667,             0.00667
                  39,            0.042562,            0.086564,                   0,             0.74809,             0.87943,             0.86815,             0.61126,            0.029014,            0.049702,                   0,             0.00658,             0.00658,             0.00658
                  40,            0.042209,            0.090159,                   0,             0.87595,             0.90148,              0.9115,             0.61925,            0.030137,            0.049607,                   0,             0.00649,             0.00649,             0.00649
                  41,            0.043792,            0.076215,                   0,             0.89048,             0.90544,             0.92894,             0.64744,            0.028953,             0.04141,                   0,              0.0064,              0.0064,              0.0064
                  42,            0.040473,            0.081742,                   0,             0.90196,             0.88889,             0.92782,             0.62985,            0.029591,            0.039296,                   0,             0.00631,             0.00631,             0.00631
                  43,            0.044641,            0.081401,                   0,             0.90312,             0.90361,             0.93585,             0.65527,            0.028558,            0.038326,                   0,             0.00622,             0.00622,             0.00622
                  44,            0.047221,            0.079164,                   0,             0.89052,             0.90307,             0.93407,                0.72,            0.027119,            0.042358,                   0,             0.00613,             0.00613,             0.00613
                  45,            0.038374,             0.08492,                   0,             0.90416,             0.89835,             0.94062,             0.71373,            0.024113,            0.038606,                   0,             0.00604,             0.00604,             0.00604
                  46,            0.041239,            0.086849,                   0,              0.9261,             0.88884,             0.93936,             0.62658,            0.027992,            0.039434,                   0,             0.00595,             0.00595,             0.00595
                  47,            0.038159,            0.093016,                   0,             0.91772,             0.90071,             0.93393,             0.71828,             0.02855,            0.037548,                   0,             0.00586,             0.00586,             0.00586
                  48,            0.046163,            0.088329,                   0,             0.93118,             0.89562,             0.93756,             0.71304,            0.025137,            0.036951,                   0,             0.00577,             0.00577,             0.00577
                  49,             0.03758,            0.080191,                   0,             0.92374,             0.89598,             0.93594,             0.65601,            0.027064,            0.038665,                   0,             0.00568,             0.00568,             0.00568
                  50,             0.03883,            0.091069,                   0,             0.88837,             0.92189,             0.93341,             0.64926,            0.027095,            0.038685,                   0,             0.00559,             0.00559,             0.00559
                  51,            0.040776,            0.086163,                   0,             0.90092,             0.91726,             0.93308,             0.71995,            0.024406,            0.036175,                   0,              0.0055,              0.0055,              0.0055
                  52,            0.037261,            0.075256,                   0,             0.91619,             0.89125,             0.93226,             0.65956,            0.026577,            0.037162,                   0,             0.00541,             0.00541,             0.00541
                  53,            0.041149,            0.070009,                   0,             0.90464,             0.90071,             0.93416,               0.713,            0.025237,            0.036024,                   0,             0.00532,             0.00532,             0.00532
                  54,            0.036245,            0.096919,                   0,              0.9081,             0.90544,              0.9323,             0.75387,            0.022197,            0.035058,                   0,             0.00523,             0.00523,             0.00523
                  55,            0.036221,            0.077664,                   0,             0.91074,              0.9166,             0.93554,             0.64996,            0.028048,            0.036678,                   0,             0.00514,             0.00514,             0.00514
                  56,            0.033703,            0.077631,                   0,              0.8999,             0.90307,             0.92285,             0.73769,            0.021139,            0.039437,                   0,             0.00505,             0.00505,             0.00505
                  57,             0.03692,            0.072937,                   0,             0.91557,             0.91017,             0.93486,             0.71402,            0.022254,            0.035865,                   0,             0.00496,             0.00496,             0.00496
                  58,            0.038016,            0.073366,                   0,             0.90971,             0.91489,             0.93434,             0.76882,            0.021269,            0.034578,                   0,             0.00487,             0.00487,             0.00487
                  59,            0.034864,            0.070024,                   0,             0.91564,             0.91253,              0.9322,             0.71153,            0.022956,            0.035306,                   0,             0.00478,             0.00478,             0.00478
                  60,            0.032514,            0.075663,                   0,             0.92755,             0.89598,             0.93294,             0.71871,            0.023335,            0.035914,                   0,             0.00469,             0.00469,             0.00469
                  61,            0.034612,            0.088713,                   0,              0.9114,             0.91253,             0.93577,             0.73316,             0.02249,            0.034102,                   0,              0.0046,              0.0046,              0.0046
                  62,            0.035044,            0.081127,                   0,             0.90226,             0.92199,             0.93559,              0.7467,            0.020799,            0.034682,                   0,             0.00451,             0.00451,             0.00451
                  63,            0.032524,            0.074794,                   0,              0.8906,             0.93381,             0.93363,             0.73506,            0.022696,            0.034316,                   0,             0.00442,             0.00442,             0.00442
                  64,            0.029178,            0.073801,                   0,             0.90279,             0.92908,             0.93635,             0.74883,            0.022356,            0.034834,                   0,             0.00433,             0.00433,             0.00433
                  65,            0.033232,            0.071575,                   0,             0.92278,             0.90397,             0.93793,             0.76452,            0.020703,            0.034369,                   0,             0.00424,             0.00424,             0.00424
                  66,            0.037941,            0.079337,                   0,             0.92926,             0.90062,             0.93751,             0.76049,            0.020725,            0.035148,                   0,             0.00415,             0.00415,             0.00415
                  67,            0.031802,             0.07563,                   0,             0.92683,             0.89362,             0.92776,             0.75871,             0.02204,            0.035568,                   0,             0.00406,             0.00406,             0.00406
                  68,            0.035372,            0.066903,                   0,             0.92057,             0.89598,             0.92521,             0.75751,            0.020748,            0.036526,                   0,             0.00397,             0.00397,             0.00397
                  69,             0.03291,            0.085815,                   0,             0.91719,              0.9078,             0.92698,             0.77762,            0.019663,            0.035495,                   0,             0.00388,             0.00388,             0.00388
                  70,            0.031878,            0.070475,                   0,             0.91867,             0.90795,             0.93181,             0.78904,            0.019116,            0.034775,                   0,             0.00379,             0.00379,             0.00379
                  71,            0.037099,            0.087992,                   0,             0.91454,             0.91078,             0.93109,             0.79309,            0.018445,            0.034142,                   0,              0.0037,              0.0037,              0.0037
                  72,            0.031511,             0.07229,                   0,             0.91176,             0.91726,             0.93443,              0.7913,            0.018585,            0.034764,                   0,             0.00361,             0.00361,             0.00361
                  73,             0.03822,             0.11932,                   0,             0.92269,             0.89835,             0.93475,             0.78171,            0.019454,            0.034747,                   0,             0.00352,             0.00352,             0.00352
                  74,            0.032564,            0.078171,                   0,             0.93163,             0.90198,             0.93555,             0.77899,             0.02006,            0.034506,                   0,             0.00343,             0.00343,             0.00343
                  75,             0.02993,            0.069715,                   0,             0.92068,             0.90554,             0.93994,             0.79996,            0.018461,            0.033571,                   0,             0.00334,             0.00334,             0.00334
                  76,            0.034596,            0.070244,                   0,               0.919,             0.91189,             0.94154,              0.8129,            0.018545,            0.033459,                   0,             0.00325,             0.00325,             0.00325
                  77,             0.03406,             0.08698,                   0,             0.91537,             0.91253,               0.944,              0.8077,             0.01812,            0.033502,                   0,             0.00316,             0.00316,             0.00316
                  78,            0.028778,             0.06558,                   0,              0.9315,             0.89598,             0.94153,             0.81023,            0.018827,            0.033505,                   0,             0.00307,             0.00307,             0.00307
                  79,            0.030496,            0.071697,                   0,              0.9168,             0.91726,             0.94085,             0.80845,            0.018309,            0.033017,                   0,             0.00298,             0.00298,             0.00298
                  80,             0.03003,            0.059145,                   0,             0.91123,             0.92216,             0.93782,             0.79477,            0.019616,            0.033838,                   0,             0.00289,             0.00289,             0.00289
                  81,            0.031778,            0.078104,                   0,             0.91891,             0.91962,             0.94059,             0.81256,            0.018779,            0.033727,                   0,              0.0028,              0.0028,              0.0028
                  82,            0.031525,            0.075058,                   0,             0.89639,              0.9078,             0.93106,             0.78734,            0.018109,            0.036407,                   0,             0.00271,             0.00271,             0.00271
                  83,            0.029587,            0.077857,                   0,             0.91075,             0.91676,             0.93739,             0.80888,            0.017326,            0.033939,                   0,             0.00262,             0.00262,             0.00262
                  84,            0.026802,            0.082365,                   0,              0.9026,             0.92671,             0.93523,              0.7922,            0.018088,            0.033972,                   0,             0.00253,             0.00253,             0.00253
                  85,            0.031308,            0.076834,                   0,             0.89843,             0.92199,             0.93306,              0.7845,            0.018923,            0.034735,                   0,             0.00244,             0.00244,             0.00244
                  86,            0.030587,            0.071558,                   0,             0.88851,             0.93381,             0.93293,             0.80146,            0.017888,            0.034002,                   0,             0.00235,             0.00235,             0.00235
                  87,            0.029485,            0.078801,                   0,             0.89953,             0.92908,             0.93531,             0.80447,            0.017309,            0.033579,                   0,             0.00226,             0.00226,             0.00226
                  88,            0.028784,            0.063738,                   0,             0.90741,             0.92669,             0.93215,             0.80127,            0.016871,            0.033161,                   0,             0.00217,             0.00217,             0.00217
                  89,            0.031473,            0.085853,                   0,             0.90069,             0.93381,             0.93263,              0.8089,            0.016832,            0.032757,                   0,             0.00208,             0.00208,             0.00208
                  90,             0.02769,            0.078495,                   0,             0.89594,             0.93381,              0.9325,             0.80621,            0.017135,             0.03355,                   0,             0.00199,             0.00199,             0.00199
                  91,            0.031843,            0.081743,                   0,             0.89809,             0.92908,             0.93465,             0.81344,            0.017142,            0.033045,                   0,              0.0019,              0.0019,              0.0019
                  92,            0.026741,            0.062417,                   0,             0.90597,             0.91962,             0.93391,             0.81195,             0.01753,            0.033017,                   0,             0.00181,             0.00181,             0.00181
                  93,            0.033127,            0.077175,                   0,             0.90155,             0.92199,             0.93348,             0.81031,            0.017703,            0.032976,                   0,             0.00172,             0.00172,             0.00172
                  94,            0.028707,            0.077668,                   0,             0.91792,             0.90307,               0.936,             0.81917,            0.017024,             0.03233,                   0,             0.00163,             0.00163,             0.00163
                  95,            0.027808,            0.073118,                   0,              0.9205,             0.90329,              0.9366,             0.81606,            0.017191,            0.032165,                   0,             0.00154,             0.00154,             0.00154
                  96,            0.026657,             0.07956,                   0,             0.90918,             0.91017,             0.93523,              0.8149,            0.017381,            0.032507,                   0,             0.00145,             0.00145,             0.00145
                  97,            0.026446,            0.065949,                   0,             0.90661,             0.92908,             0.93518,               0.815,            0.017288,            0.032387,                   0,             0.00136,             0.00136,             0.00136
                  98,            0.031927,            0.071192,                   0,              0.9048,             0.92671,             0.93297,             0.81327,             0.01742,            0.032802,                   0,             0.00127,             0.00127,             0.00127
                  99,            0.026893,            0.064439,                   0,             0.90669,             0.91962,             0.93219,              0.8162,            0.017398,            0.033104,                   0,             0.00118,             0.00118,             0.00118
